"","seqnames","start","end","width","strand","baseMean","baseVar","baseMean.1","log2FoldChange","lfcSE","stat","pvalue","padj","new_seqnames"
"14","CM002887.1",1463472,1463971,500,"*",455.032098914089,22515.2291692388,455.032098914089,0.89197882480025,0.215533219596818,4.13847492497356,3.49622074495447e-05,0.0184425191720229,"CM002887.1:1463472-1463971"
"10","CM002886.1",54965275,54965774,500,"*",250.734585855485,5519.00001034445,250.734585855485,0.882879593341475,0.235897917121739,3.74263411951132,0.000182101282253442,0.0434664536393978,"CM002886.1:54965275-54965774"
"9","CM002886.1",52763439,52764389,951,"*",171.132990742752,3104.23821411417,171.132990742752,0.878183775886415,0.240722717504283,3.64811341858831,0.000264173021875688,0.0483824083797927,"CM002886.1:52763439-52764389"
"149","KN150361.1",39209,39708,500,"*",235.07007968948,5412.0489981472,235.07007968948,0.866854894093995,0.230710087330293,3.75733416828443,0.000171733099093108,0.0425031684530257,"KN150361.1:39209-39708"
"99","CM002900.1",20249721,20250220,500,"*",431.069098045269,20310.4717436884,431.069098045269,0.857452989370224,0.217242116370282,3.94699243266773,7.91390572346121e-05,0.0278731817993495,"CM002900.1:20249721-20250220"
"98","CM002900.1",2582464,2582963,500,"*",114.017229463585,2004.54763178942,114.017229463585,0.852052013385297,0.233146383334806,3.65457958728753,0.000257603746472294,0.0483824083797927,"CM002900.1:2582464-2582963"
"17","CM002887.1",5139540,5140039,500,"*",258.41632941834,7600.14720190163,258.41632941834,0.84181341145053,0.210354196712836,4.00188550837295,6.2839706307338e-05,0.0251054124322813,"CM002887.1:5139540-5140039"
"81","CM002897.1",1484577,1485076,500,"*",187.730292360249,2853.8090127149,187.730292360249,0.824008014445479,0.211248039486512,3.90066585445443,9.59284799941674e-05,0.0309638254700145,"CM002897.1:1484577-1485076"
"89","CM002899.1",116690,117189,500,"*",246.075443600458,7792.89707112324,246.075443600458,0.805827732763696,0.202563018671642,3.97815819515385,6.94511599121962e-05,0.0264994759042757,"CM002899.1:116690-117189"
"82","CM002897.1",6989718,6990217,500,"*",126.956265031999,1301.81909593261,126.956265031999,0.803886265629044,0.220147333823125,3.65158301792071,0.000260628819199778,0.0483824083797927,"CM002897.1:6989718-6990217"
"88","CM002899.1",22879,23378,500,"*",360.184521668573,13895.4746533309,360.184521668573,0.800138020937268,0.219035181147198,3.65301143289648,0.000259182686506923,0.0483824083797927,"CM002899.1:22879-23378"
"16","CM002887.1",4123577,4124076,500,"*",376.335709638209,12495.5756273005,376.335709638209,0.798772396229906,0.183114955272235,4.36213631509441,1.28798575672472e-05,0.00982876241909489,"CM002887.1:4123577-4124076"
"148","KN149790.1",100748,101247,500,"*",198.054467325503,3947.91945187197,198.054467325503,0.791686190956942,0.211990639705307,3.73453371364642,0.000188063298510132,0.0435573209380602,"KN149790.1:100748-101247"
"115","CM002903.1",19931582,19932081,500,"*",323.495355865108,7023.65483386567,323.495355865108,0.784218423497323,0.210506769092061,3.72538340158724,0.000195018581660651,0.0435573209380602,"CM002903.1:19931582-19932081"
"51","CM002891.1",6944553,6945429,877,"*",215.448168315527,5182.82932583201,215.448168315527,0.754432143380299,0.203776334915232,3.70225592532192,0.000213690899852796,0.0451824875683456,"CM002891.1:6944553-6945429"
"13","CM002887.1",1454919,1455418,500,"*",228.834006919773,3977.23243146699,228.834006919773,0.749530097954685,0.193651796330443,3.87050423573506,0.000108610469825153,0.0314078613372275,"CM002887.1:1454919-1455418"
"86","CM002898.1",24633380,24633879,500,"*",180.60478338371,1425.85617822628,180.60478338371,0.728853593698227,0.196551275589809,3.70821095671392,0.000208728736614793,0.0451511484431621,"CM002898.1:24633380-24633879"
"133","CM002905.1",39416988,39417487,500,"*",520.641063610969,8441.62221959224,520.641063610969,0.598311227731176,0.16154095719239,3.70377418909686,0.000212415356407987,0.0451824875683456,"CM002905.1:39416988-39417487"
"120","CM002904.1",15652847,15653346,500,"*",466.31282867257,7630.17500119856,466.31282867257,0.578115676058576,0.153206412578816,3.77344307152396,0.000161009972281709,0.0405804216378268,"CM002904.1:15652847-15653346"
